CODIGO,TP,GRUPO,DESCRICAO,U.M.,FL,ARMZ, SALDO EM ESTOQUE , EMPENHO PARA REQ/PV/RESERVA , ESTOQUE DISPONIVEL ,VALOR EM ESTOQUE,VALOR EMPENHADO,DESCRICAO DO ARMAZEM,CÓDIGO TOP MANAGER,Armazém Dashboard,Categoria,Família,Nomenclatura
9192220337,MC,MR01,"CABO DE COBRE FLEXIVEL 25MM² EPR OU XLPE CLASSE 5 0,6/1 KV",MT,10102,7,  78 , - ,  78 ,"R$ 1.402,64",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,DIVERSOS - CABO,"CABO DE COBRE FLEXIVEL 25MM² EPR OU XLPE CLASSE 5 0,6/1 KV"
9192220338,MC,MR01,CABO DE COBRE 35MM² EPR 8.7/15 KV CLASSE 2,MT,10102,7,  47 , - ,  47 ,"R$ 5.228,80",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,DIVERSOS - CABO,CABO DE COBRE 35MM² EPR 8.7/15 KV CLASSE 2
9192220339,MC,MR01,"CABO DE COBRE FLEXIVEL 16MM² EPR OU XLPE CLASSE 5 0,6/1 KV",MT,10102,7,  40 , - ,  40 ,"R$ 1.008,31",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,DIVERSOS - CABO,"CABO DE COBRE FLEXIVEL 16MM² EPR OU XLPE CLASSE 5 0,6/1 KV"
3090515080,MP,PT01,CABO ESPECIAL DE COMUNICACAO ENTRE BATERIA E INVERSOR,PC,10102,7,  100 , - ,  100 ,"R$ 573,59",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,DIVERSOS - CABO,CABO ESPECIAL DE COMUNICACAO ENTRE BATERIA E INVERSOR
525030101001,RV,RV01,ACESSORIO CARREGADOR VEICULAR | CC | MC | GERENCIADOR DE CABOS TIPO HASTE POR MOLA | LIVOLTEK | 40/60KW,PC,10102,7,  40 , - ,  40 ,"R$ 25.496,97",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,CARREGADOR - ACESSÓRIO,ACESSORIO CARREGADOR VEICULAR | CC | MC | GERENCIADOR DE CABOS TIPO HASTE POR MOLA | LIVOLTEK | 40/60KW
525030103001,RV,RV01,ACESSORIO CARREGADOR VEICULAR | CC | MC | ABRACADEIRA DO GERENCIADOR DE CABOS POR MOLA | LIVOLTEK | 40/60KW,PC,10102,7,  40 , - ,  40 ,"R$ 952,22",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,CARREGADOR - ACESSÓRIO,ACESSORIO CARREGADOR VEICULAR | CC | MC | ABRACADEIRA DO GERENCIADOR DE CABOS POR MOLA | LIVOLTEK | 40/60KW
9120450500,MP,MP04,TAMPA P/ CONECTOR DE PASSAGEM 4-10MM CZ,PC,10102,7,  240 , - ,  240 ,"R$ 324,00",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TAMPA P/ CONECTOR DE PASSAGEM 4-10MM CZ
9120670122,MP,MP08,CONECTOR EMENDA 3 POLOS 6MM,PC,10102,7,  2.089 , - ,  2.089 ,"R$ 9.032,84",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,DIVERSOS - CONECTOR,CONECTOR EMENDA 3 POLOS 6MM
9120670123,MP,MP08,CONECTOR EMENDA 5 POLOS 6MM,PC,10102,7,  211 , - ,  211 ,"R$ 1.247,16",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,DIVERSOS - CONECTOR,CONECTOR EMENDA 5 POLOS 6MM
9120670125,MP,MP07,BORNE PUSH-IN 6MM² 3P COR CINZA 40A,PC,10102,7,  500 , - ,  500 ,"R$ 1.476,70",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,BORNE PUSH-IN 6MM² 3P COR CINZA 40A
9120690106,MP,MP04,ABRACADEIRA PLASTICA NYLON 300 MM X 8 MM BRANCA,PC,10102,7,  400 , - ,  400 ,"R$ 280,40",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,ABRACADEIRA PLASTICA NYLON 300 MM X 8 MM BRANCA
9120694040,MP,MP07,MINIDISJUNTOR UNIPOLAR 3KA CURVA C 20A,PC,10102,7,  212 , - ,  212 ,"R$ 1.280,40",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,MINIDISJUNTOR UNIPOLAR 3KA CURVA C 20A
9120694041,MP,MP07,MINIDISJUNTOR UNIPOLAR 3KA CURVA C 10A,PC,10102,7,  616 , - ,  616 ,"R$ 3.705,98",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,MINIDISJUNTOR UNIPOLAR 3KA CURVA C 10A
9120694042,MP,MP07,DISJUNTOR BIPOLAR SDD62C40 3KA 40A,PC,10102,7,  100 , - ,  100 ,"R$ 2.564,23",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,DISJUNTOR BIPOLAR SDD62C40 3KA 40A
9120694043,MP,MP07,DISJUNTOR BIPOLAR SD62 CURVA C 3KA 63A,PC,10102,7,  100 , - ,  100 ,"R$ 3.781,01",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,DISJUNTOR BIPOLAR SD62 CURVA C 3KA 63A
9120694044,MP,MP07,DISJUNTOR MONO SDD61C20 3KA 20A,PC,10102,7,  100 , - ,  100 ,"R$ 592,42",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,DISJUNTOR MONO SDD61C20 3KA 20A
9120901014,MP,MP08,POSTE FINAL BORNE K SKEW35,PC,10102,7,  1.056 , - ,  1.056 ,"R$ 1.322,32",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,POSTE FINAL BORNE K SKEW35
9121260606,MP,MP03,"TERMINAL TUBULAR ILHOS DUPLO 2,5MM",PC,10102,7,  627 , - ,  627 ,"R$ 182,27",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"TERMINAL TUBULAR ILHOS DUPLO 2,5MM"
9121260608,MP,MP03,TERM.ILH TUB.LJ DPL.ISO. CT-3709 4MM,PC,10102,7,  1.511 , - ,  1.511 ,"R$ 994,69",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TERM.ILH TUB.LJ DPL.ISO. CT-3709 4MM
9121260610,MP,MP03,TERMINAL COMPRESSAO M.MAGNET (6306) 16MM,PC,10102,7,  250 , - ,  250 ,"R$ 315,80",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TERMINAL COMPRESSAO M.MAGNET (6306) 16MM
9121260620,MP,MP03,"BARRAMENTO NEUTRO 06 TERM AZUL FIX 70, 0MM SBN6",PC,10102,7,  247 , - ,  247 ,"R$ 2.857,89",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"BARRAMENTO NEUTRO 06 TERM AZUL FIX 70, 0MM SBN6"
9121260621,MP,MP03,"BARRAMENTO TERRA 06 TERM VERDE FIX 70, 0MM SBT6",PC,10102,7,  245 , - ,  245 ,"R$ 3.083,47",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"BARRAMENTO TERRA 06 TERM VERDE FIX 70, 0MM SBT6"
9121260622,MP,MP03,BARRAMENTO TIPO ALCA COM 8 PARAFUSOS M + 2 PARAFUSO M8,PC,10102,7,  31 , - ,  31 ,"R$ 254,43",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,BARRAMENTO TIPO ALCA COM 8 PARAFUSOS M + 2 PARAFUSO M8
9121290235,MP,MP08,LAMPADA DE LED 9W MODELO BULBO COM ROSCA E27 6500K BIVOLT,PC,10102,7,  242 , - ,  242 ,"R$ 665,04",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,LAMPADA DE LED 9W MODELO BULBO COM ROSCA E27 6500K BIVOLT
9121290240,MP,MP07,QUADRO DE DISTRIBUICAO EM PVC DE CIRCUITO ELETRICO DO TIPO SOBREPOR PARA ATE 4 DISJUNTORES COM TRILHO DIN,PC,10102,7,  193 , - ,  193 ,"R$ 4.462,10",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,QUADRO DE DISTRIBUICAO EM PVC DE CIRCUITO ELETRICO DO TIPO SOBREPOR PARA ATE 4 DISJUNTORES COM TRILHO DIN
9121290242,MP,MP07,CAIXA PVC RETANGULAR AM 4 X 2,PC,10102,7,  1.240 , - ,  1.240 ,"R$ 1.226,11",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,CAIXA PVC RETANGULAR AM 4 X 2
9121290243,MP,MP07,PLAFON SOBREPOR PVC NA COR BRANCO COM SOQUETE ROSCA E27,PC,10102,7,  183 , - ,  183 ,"R$ 542,85",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,PLAFON SOBREPOR PVC NA COR BRANCO COM SOQUETE ROSCA E27
9121290244,MP,MP07,PLACA CEGA 4X2 C/ SUPORTE CANOA,PC,10102,7,  1.248 , - ,  1.248 ,"R$ 3.354,87",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,PLACA CEGA 4X2 C/ SUPORTE CANOA
9121290281,MP,MP07,ABRACADEIRA PARA CABO PP,PC,10102,7,  3.914 , - ,  3.914 ,"R$ 2.552,32",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,ABRACADEIRA PARA CABO PP
9121290290,MP,MP07,"HASTE TERRA S/ROS.BR.IH-858 5/8' X 2,4 0 MTS",PC,10102,7,  59 , - ,  59 ,"R$ 2.350,30",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"HASTE TERRA S/ROS.BR.IH-858 5/8' X 2,4 0 MTS"
9121290315,MP,MP07,CAIXA PVC OCTAGONAL PASSAGEM PARA TETO (SIGFI) - CAIXA DE LUZ OCTOFONAL 4X4 AMARELA (SIGFI),PC,10102,7,  887 , - ,  887 ,"R$ 2.300,70",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,CAIXA PVC OCTAGONAL PASSAGEM PARA TETO (SIGFI) - CAIXA DE LUZ OCTOFONAL 4X4 AMARELA (SIGFI)
2080900350,MP,MP09,DISPOSITIVO DE PROTECAO CONTRA SURTOS (DPS) 670V PV20K-670 34*26*14MM,UN,10102,7,  1.300 , - ,  1.300 ,"R$ 10.130,12",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,DISPOSITIVO DE PROTECAO CONTRA SURTOS (DPS) 670V PV20K-670 34*26*14MM
2140103240,MP,MP08,ANTENA FRP N (ZK) 902-928MHZ - 2DBI L285MM (2140103240),UN,10102,7,  311 , - ,  311 ,"R$ 6.299,71",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,ANTENA FRP N (ZK) 902-928MHZ - 2DBI L285MM (2140103240)
3010913290,MP,MP09,MINI DISJUNTOR CC LIVOLTEK LTB2Z-63 2P 1000V 40A (LTB2Z-63 -40A) (3010913290),UN,10102,7,  142 , - ,  142 ,"R$ 3.660,55",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,MINI DISJUNTOR CC LIVOLTEK LTB2Z-63 2P 1000V 40A (LTB2Z-63 -40A) (3010913290)
3010914640,MP,MP08,DISJUNTOR BIPOLAR CC 1000V 63A,UN,10102,7,  224 , - ,  224 ,"R$ 5.738,57",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,DISJUNTOR BIPOLAR CC 1000V 63A
3010914690,MP,MP08,DISJUNTOR MONOPOLAR CA 415V 20A,UN,10102,7,  225 , - ,  225 ,"R$ 824,87",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,DISJUNTOR MONOPOLAR CA 415V 20A
3012103830,MP,MP08,TERMINAL ELETRICO MC4 FEMEA,UN,10102,7,  6.390 , - ,  6.390 ,"R$ 10.947,99",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TERMINAL ELETRICO MC4 FEMEA
3012103860,MP,MP08,CONECTOR MC4 MACHO,UN,10102,7,  6.748 , - ,  6.748 ,"R$ 8.152,93",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - CONECTOR,CONECTOR MC4 MACHO
3012103890,MP,MP08,CONECTOR MC4 FEMEA,UN,10102,7,  6.617 , - ,  6.617 ,"R$ 5.602,61",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - CONECTOR,CONECTOR MC4 FEMEA
3012103900,MP,MP08,TERMINAL ELETRICO MC4 MACHO,UN,10102,7,  6.303 , - ,  6.303 ,"R$ 7.685,88",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TERMINAL ELETRICO MC4 MACHO
3013000870,MP,MP07,INTERRUPTOR SECCIONADOR DC PEDS150H-HM50-6F,UN,10102,7,  1.000 , - ,  1.000 ,"R$ 52.093,20",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,INTERRUPTOR SECCIONADOR DC PEDS150H-HM50-6F
3013100020,MP,MP07,INTERRUPTOR SECCIONADOR DC PEDS150-HM3,UN,10102,7,  2.100 , - ,  2.100 ,"R$ 68.420,10",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,INTERRUPTOR SECCIONADOR DC PEDS150-HM3
3013200300,MP,MP09,DPS CC LIVOLTEK LSP-40 2P 600V 40KA (LSP-40/2) (3013200300),UN,10102,7,  350 , - ,  350 ,"R$ 10.275,72",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,DPS CC LIVOLTEK LSP-40 2P 600V 40KA (LSP-40/2) (3013200300)
3013200360,MP,MP07,DISPOSITIVO DE PROTECAO CONTRA SURTOS DPS CLASSE II 275V QUADRIPOLAR,UN,10102,7,  441 , - ,  441 ,"R$ 4.492,25",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,DISPOSITIVO DE PROTECAO CONTRA SURTOS DPS CLASSE II 275V QUADRIPOLAR
3013603080,MP,MP07,TRANSFORMADOR DE CORRENTE BH50I-1000A/5A MONOFASICO CLASSE 0.5,UN,10102,7,  48 , - ,  48 ,"R$ 1.789,30",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TRANSFORMADOR DE CORRENTE BH50I-1000A/5A MONOFASICO CLASSE 0.5
3030702210,MP,MP03,PARAFUSO DE EXPANSAO M6*60 ACO INOXIDAVEL SUS304 MEIA ROSCA (3030702210),UN,10102,7,  622 , - ,  622 ,"R$ 682,65",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,PARAFUSO DE EXPANSAO M6*60 ACO INOXIDAVEL SUS304 MEIA ROSCA (3030702210)
3042302970,MP,MP07,CONECTOR TERMINAL PRE-ISOLADO SIMPLES ESTANHADO ISOLADO 750V,UN,10102,7,  2.240 , - ,  2.240 ,"R$ 210,78",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,DIVERSOS - CONECTOR,CONECTOR TERMINAL PRE-ISOLADO SIMPLES ESTANHADO ISOLADO 750V
3042305120,MP,MP03,TERMINAL TUBULAR 6MM² ISOLADO 12MM (E6012) (3042305120),UN,10102,7,  3.258 , - ,  3.258 ,"R$ 142,37",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TERMINAL TUBULAR 6MM² ISOLADO 12MM (E6012) (3042305120)
3042306070,MP,MP07,CONECTOR TERMINAL ILHOS TUBULAR 4-6MM² 750V,UN,10102,7,  3.177 , - ,  3.177 ,"R$ 225,57",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,DIVERSOS - CONECTOR,CONECTOR TERMINAL ILHOS TUBULAR 4-6MM² 750V
3051506010,MP,MP03,"SUPORTE DE MONTAGEM (LONGO) SUS304 DE ACO INOXIDAVEL 1,2 MM 224×60×102MM 30515-EA7 (3051506010)",UN,10102,7,  311 , - ,  311 ,"R$ 2.453,35",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"SUPORTE DE MONTAGEM (LONGO) SUS304 DE ACO INOXIDAVEL 1,2 MM 224×60×102MM 30515-EA7 (3051506010)"
3051701630,MP,MP03,"ARO SUS304 DE ACO INOXIDAVEL 0,3MM 1100*10MM 30517-BXI-03 FORMA DE DENTE (3051701630)",UN,10102,7,  311 , - ,  311 ,"R$ 191,11",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"ARO SUS304 DE ACO INOXIDAVEL 0,3MM 1100*10MM 30517-BXI-03 FORMA DE DENTE (3051701630)"
3061700120,MP,MP07,POSTE FINAL PARA TRILHO DIN,UN,10102,7,  1.370 , - ,  1.370 ,"R$ 185,91",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,POSTE FINAL PARA TRILHO DIN
6001016490,RV,RV01,"MODULO DE ACUMULADORES ELETRICOS LEOCH 7,2KWH 48V 150AH",UN,10102,7,  100 , - ,  100 ,"R$ 480.181,00",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"MODULO DE ACUMULADORES ELETRICOS LEOCH 7,2KWH 48V 150AH"
8010300780,MP,MP07,"CABO SOLAR 1,8 KV CC VERMELHO",UN,10102,7,  1.520 , - ,  1.520 ,"R$ 3.930,72",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - CABO,"CABO SOLAR 1,8 KV CC VERMELHO"
8010400610,MP,MP08,BORNE PUSH IN 3P 6MM PARA TRILHO DIN 1000V 41A,UN,10102,7,  816 , - ,  816 ,"R$ 2.422,54",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,BORNE PUSH IN 3P 6MM PARA TRILHO DIN 1000V 41A
8010400620,MP,MP08,BORNE DUPLO 2 CONEXOES 6MM² PARA TRILHO DIN 1000V 41A,UN,10102,7,  880 , - ,  880 ,"R$ 1.380,54",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,BORNE DUPLO 2 CONEXOES 6MM² PARA TRILHO DIN 1000V 41A
8010400640,MP,MP03,GRAMPO DE COBRE PARA HASTE DE ATERRAMENTO 5/8,UN,10102,7,  224 , - ,  224 ,"R$ 935,22",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,GRAMPO DE COBRE PARA HASTE DE ATERRAMENTO 5/8
8010400650,MP,MP07,CONECTOR TERMINAL OLHAL 16MM² 750V,UN,10102,7,  753 , - ,  753 ,"R$ 640,95",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,DIVERSOS - CONECTOR,CONECTOR TERMINAL OLHAL 16MM² 750V
8010400660,MP,MP07,CONECTOR TERMINAL COMPRESSAO 16MM² TIPO PINO CHATO 750V,UN,10102,7,  888 , - ,  888 ,"R$ 938,70",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,DIVERSOS - CONECTOR,CONECTOR TERMINAL COMPRESSAO 16MM² TIPO PINO CHATO 750V
8010500480,MP,MP03,CHAPA DE ACO METALICA DE 1.6M²,UN,10102,7,  397 , - ,  397 ,"R$ 22.335,66",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,CHAPA DE ACO METALICA DE 1.6M²
8010500490,MP,MP03,PARAFUSO AUTOPERFURANTE M6*20MM SEXTAVADO GALVANIZACAO ZINCADO ROSCA COMPLETA,UN,10102,7,  4.100 , - ,  4.100 ,"R$ 1.142,26",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,PARAFUSO AUTOPERFURANTE M6*20MM SEXTAVADO GALVANIZACAO ZINCADO ROSCA COMPLETA
8040101110,RV,RV01,MODULO FOTOVOLTAICO 700WP BIFACIAL HJT RISEN (RSM132-8-700BHDG),UN,10102,7,  1.759 , - ,  1.759 ,"R$ 779.550,45",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - PLACA SOLAR,MODULO FOTOVOLTAICO 700WP BIFACIAL HJT RISEN (RSM132-8-700BHDG)
8990011950,MP,MP07,INTERRUPTOR SECCIONADOR PARA MANOBRA DE CIRCUITOS ATE 1000 V EM SISTEMAS DE DISTRIBUICAO,UN,10102,7,  1 , - ,  1 ,"R$ 4.420,05",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,INTERRUPTOR SECCIONADOR PARA MANOBRA DE CIRCUITOS ATE 1000 V EM SISTEMAS DE DISTRIBUICAO
8990020470,MP,MP08,CONTATOR ELETRICO PARA COMANDO DE CIRCUITOS E CONTROLE DE GERADORES ATE 1000 V,UN,10102,7,  1 , - ,  1 ,"R$ 8.541,64",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,CONTATOR ELETRICO PARA COMANDO DE CIRCUITOS E CONTROLE DE GERADORES ATE 1000 V
8990025110,MP,MP08,"TRANSFORMADOR DE CORRENTE 1000/5 A CLASSE 0,2S 5 VA",UN,10102,7,  12 , - ,  12 ,"R$ 2.982,16",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"TRANSFORMADOR DE CORRENTE 1000/5 A CLASSE 0,2S 5 VA"
9120258608,MP,MP03,"CHAPA DE ACO 1,6 MM² 60CM X 60CM",UN,10102,7,  89 , - ,  89 ,"R$ 21.066,25",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"CHAPA DE ACO 1,6 MM² 60CM X 60CM"
9120265127,MP,MP03,"PORCA INOX SEXTAVADA CHAVE 14, 3/8 - M14",UN,10102,7,  1.495 , - ,  1.495 ,"R$ 2.108,25",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"PORCA INOX SEXTAVADA CHAVE 14, 3/8 - M14"
9120292203,MP,MP03,ABRACADEIRA GALVANZIADA PARA 1 POLEGADA COM CUNHA,UN,10102,7,  160 , - ,  160 ,"R$ 118,54",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,ABRACADEIRA GALVANZIADA PARA 1 POLEGADA COM CUNHA
9120292408,MP,MP03,ARRUELA INOX LISA M14,UN,10102,7,  145 , - ,  145 ,"R$ 26,17",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,ARRUELA INOX LISA M14
9120292409,MP,MP03,ARRUELA INOX DE PRESSAO M14,UN,10102,7,  545 , - ,  545 ,"R$ 84,91",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,ARRUELA INOX DE PRESSAO M14
9120454600,MP,MP04,LACRE DE SEGURANCA TRANK 4 (SEM PAV) - ELETRA,UN,10102,7,  110 , - ,  110 ,"R$ 43,87",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,LACRE DE SEGURANCA TRANK 4 (SEM PAV) - ELETRA
9120590570,MP,MP03,TORRE METALICA PARA 2 MODULOS FV (SIGFI),UN,10102,7,  94 , - ,  94 ,"R$ 174.399,39",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TORRE METALICA PARA 2 MODULOS FV (SIGFI)
9120590571,MP,MP03,TORRE METALICA PARA 3 MODULOS FV (SIGFI),UN,10102,7,  5 , - ,  5 ,"R$ 9.514,85",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TORRE METALICA PARA 3 MODULOS FV (SIGFI)
9120590572,MP,MP03,TORRE METALICA PARA 4 MODULOS FV (SIGFI),UN,10102,7,  15 , - ,  15 ,"R$ 29.610,30",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TORRE METALICA PARA 4 MODULOS FV (SIGFI)
9120691416,MP,MP07,PROTETOR DE SURTO CLASSE II S/ SINALIZACAO REMOTA275VCA IN=20KA IMAX=45KA,UN,10102,7,  200 , - ,  200 ,"R$ 5.770,24",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,PROTETOR DE SURTO CLASSE II S/ SINALIZACAO REMOTA275VCA IN=20KA IMAX=45KA
9120692066,RV,RV01,INVERSOR ON-GRID LIVOLTEK GT1-3K6D1,UN,10102,7,  12 , - ,  12 ,"R$ 23.862,61",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT1,GT1-3K6D1
9121166303,MP,MP03,PARAFUSO CABECA SEXTAVADA EM ACO INOX M13*30MM,UN,10102,7,  290 , - ,  290 ,"R$ 411,63",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,PARAFUSO CABECA SEXTAVADA EM ACO INOX M13*30MM
9121182040,MP,MP03,"PARAFUSO CAB.CHATA PHS 4,8X50MM D8",UN,10102,7,  741 , - ,  741 ,"R$ 205,18",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"PARAFUSO CAB.CHATA PHS 4,8X50MM D8"
9121183801,MP,MP03,PARAFUSO AUTOBROCANTE M6 X 20MM,UN,10102,7,  296 , - ,  296 ,"R$ 65,50",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,PARAFUSO AUTOBROCANTE M6 X 20MM
9121260605,MP,MP03,"TERMINAL TUBULAR ILHOS PRE ISOLADO 2,5MM",UN,10102,7,  1.132 , - ,  1.132 ,"R$ 162,89",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"TERMINAL TUBULAR ILHOS PRE ISOLADO 2,5MM"
9121260607,MP,MP03,TERM.ILHOS TUB.CZ 692815 4MM,UN,10102,7,  134 , - ,  134 ,"R$ 16,96",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TERM.ILHOS TUB.CZ 692815 4MM
9121260612,MP,MP03,TERMINAL TUBULAR ILHOS DUPLO PRE-ISOLADO 6MM,UN,10102,7,  1.907 , - ,  1.907 ,"R$ 990,31",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TERMINAL TUBULAR ILHOS DUPLO PRE-ISOLADO 6MM
9121260614,MP,MP03,TERMINAL OLHAL PRE ISOLADO PARA CABO 4-6MM²,UN,10102,7,  92 , - ,  92 ,"R$ 40,08",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TERMINAL OLHAL PRE ISOLADO PARA CABO 4-6MM²
9121290210,MP,MP03,"ESTRUTURA METALICA PARA TELHADO CERAMICO - PERFIL 2,40",UN,10102,7,  465 , - ,  465 ,"R$ 131.121,49",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - TELHADO,"ESTRUTURA METALICA PARA TELHADO CERAMICO - PERFIL 2,40"
9121290236,MP,MP08,CONJUNTO SOB. 1 TOM. 2P+T BC JERI PLUS 10A,UN,10102,7,  213 , - ,  213 ,"R$ 1.053,26",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,CONJUNTO SOB. 1 TOM. 2P+T BC JERI PLUS 10A
9121290241,MP,MP07,INTERRUPTOR PARA ILUMINACAO RESIDENCIAL DE 1 TECLA SOBREPOR,UN,10102,7,  45 , - ,  45 ,"R$ 248,66",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,INTERRUPTOR PARA ILUMINACAO RESIDENCIAL DE 1 TECLA SOBREPOR
9121290280,MP,MP07,BUCHA NYLON BRANCA DT-8 8MM,UN,10102,7,  4.226 , - ,  4.226 ,"R$ 384,57",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,BUCHA NYLON BRANCA DT-8 8MM
